,sentence,score,label
96,shouted Mastro Antonio in a surly voice.,-0.5,0
97,You return mine and we’ll be friends.,0.0,1
98,"The two little old men, each with his own wig back on his own head, shook hands and swore to be good friends for the rest of their lives.",0.4000000059604645,2
99,"Well then, Mastro Geppetto, said the carpenter, to show he bore him no ill will, what is it you want.",-0.30000001192092896,0
100,I want a piece of wood to make a Marionette.,0.0,1
101,Will you give it to me.,0.0,1
102,"Mastro Antonio, very glad indeed, went immediately to his bench to get the piece of wood which had frightened him so much.",0.6000000238418579,2
103,"But as he was about to give it to his friend, with a violent jerk it slipped out of his hands and hit against poor Geppetto’s thin legs.",-0.8999999761581421,0
104,Ah.,0.0,1
105,"Is this the gentle way, Mastro Antonio, in which you make your gifts.",0.20000000298023224,2
106,You have made me almost lame.,0.6000000238418579,2
107,I swear to you I did not do it.,-0.8000000119209291,0
108,"It was I, of course.",-0.10000000149011612,0
109,It’s the fault of this piece of wood.,-0.8000000119209291,0
110,You’re right; but remember you were the one to throw it at my legs.,-0.20000000298023224,0
111,I did not throw it.,-0.20000000298023224,0
112,Liar.,0.20000000298023224,2
113,"Geppetto, do not insult me or I shall call you Polendina.",-0.8000000119209291,0
114,Idiot.,0.30000001192092896,2
115,Polendina.,0.20000000298023224,2
116,Donkey.,0.20000000298023224,2
117,Polendina.,0.20000000298023224,2
118,Ugly monkey.,-0.8000000119209291,0
119,Polendina.,0.20000000298023224,2
120,"On hearing himself called Polendina for the third time, Geppetto lost his head with rage and threw himself upon the carpenter.",-0.699999988079071,0
121,Then and there they gave each other a sound thrashing.,0.0,1
122,"After this fight, Mastro Antonio had two more scratches on his nose, and Geppetto had two buttons missing from his coat.",-0.699999988079071,0
123,"Thus having settled their accounts, they shook hands and swore to be good friends for the rest of their lives.",0.20000000298023224,2
124,"Then Geppetto took the fine piece of wood, thanked Mastro Antonio, and limped away toward home.",0.699999988079071,2
125,"CHAPTER 3 As soon as he gets home, Geppetto fashions the Marionette and calls it Pinocchio.",0.10000000149011612,1
126,The first pranks of the Marionette.,0.0,1
127,"Little as Geppetto’s house was, it was neat and comfortable.",0.8000000119209291,2
128,"It was a small room on the ground floor, with a tiny window under the stairway.",-0.4000000059604645,0
129,"The furniture could not have been much simpler: a very old chair, a rickety old bed, and a tumble-down table.",0.8999999761581421,2
130,A fireplace full of burning logs was painted on the wall opposite the door.,-0.4000000059604645,0
131,"Over the fire, there was painted a pot full of something which kept boiling happily away and sending up clouds of what looked like real steam.",0.0,1
132,"As soon as he reached home, Geppetto took his tools and began to cut and shape the wood into a Marionette.",0.5,2
133,What shall I call him.,0.0,1
134,he said to himself.,-0.20000000298023224,0
135,I think I’ll call him PINOCCHIO.,-0.30000001192092896,0
136,This name will make his fortune.,0.4000000059604645,2
137,"I knew a whole family of Pinocchi once—Pinocchio the father, Pinocchia the mother, and Pinocchi the children—and they were all lucky.",0.8000000119209291,2
138,The richest of them begged for his living.,-0.30000001192092896,0
139,"After choosing the name for his Marionette, Geppetto set seriously to work to make the hair, the forehead, the eyes.",0.4000000059604645,2
140,Fancy his surprise when he noticed that these eyes moved and then stared fixedly at him.,0.0,1
141,"Geppetto, seeing this, felt insulted and said in a grieved tone: Ugly wooden eyes, why do you stare so.",-0.8000000119209291,0
142,There was no answer.,-0.8000000119209291,0
143,"After the eyes, Geppetto made the nose, which began to stretch as soon as finished.",-0.4000000059604645,0
144,"It stretched and stretched and stretched till it became so long, it seemed endless.",0.0,1
145,"Poor Geppetto kept cutting it and cutting it, but the more he cut, the longer grew that impertinent nose.",-0.699999988079071,0
146,In despair he let it alone.,-0.5,0
147,Next he made the mouth.,-0.10000000149011612,0
148,No sooner was it finished than it began to laugh and poke fun at him.,0.30000001192092896,2
149,Stop laughing.,0.6000000238418579,2
150,said Geppetto angrily; but he might as well have spoken to the wall.,-0.5,0
151,"Stop laughing, I say.",0.4000000059604645,2
152,he roared in a voice of thunder.,-0.6000000238418579,0
153,"The mouth stopped laughing, but it stuck out a long tongue.",0.0,1
154,"Not wishing to start an argument, Geppetto made believe he saw nothing and went on with his work.",-0.4000000059604645,0
155,"After the mouth, he made the chin, then the neck, the shoulders, the stomach, the arms, and the hands.",-0.4000000059604645,0
156,"As he was about to put the last touches on the finger tips, Geppetto felt his wig being pulled off.",-0.4000000059604645,0
157,He glanced up and what did he see.,-0.30000001192092896,0
158,His yellow wig was in the Marionette’s hand.,-0.10000000149011612,0
159,"Pinocchio, give me my wig.",-0.10000000149011612,0
160,"But instead of giving it back, Pinocchio put it on his own head, which was half swallowed up in it.",-0.4000000059604645,0
161,"At that unexpected trick, Geppetto became very sad and downcast, more so than he had ever been before.",-0.4000000059604645,0
162,"Pinocchio, you wicked boy.",0.6000000238418579,2
163,he cried out.,-0.4000000059604645,0
164,"You are not yet finished, and you start out by being impudent to your poor old father.",-0.8000000119209291,0
165,"Very bad, my son, very bad.",-0.8000000119209291,0
166,And he wiped away a tear.,0.30000001192092896,2
167,The legs and feet still had to be made.,-0.5,0
168,"As soon as they were done, Geppetto felt a sharp kick on the tip of his nose.",0.5,2
169,I deserve it.,0.699999988079071,2
170,he said to himself.,-0.20000000298023224,0
171,I should have thought of this before I made him.,-0.4000000059604645,0
172,Now it’s too late.,-0.8000000119209291,0
173,He took hold of the Marionette under the arms and put him on the floor to teach him to walk.,-0.30000001192092896,0
174,"Pinocchio’s legs were so stiff that he could not move them, and Geppetto held his hand and showed him how to put out one foot after the other.",-0.10000000149011612,0
175,"When his legs were limbered up, Pinocchio started walking by himself and ran all around the room.",-0.699999988079071,0
176,"He came to the open door, and with one leap he was out into the street.",0.0,1
177,Away he flew.,-0.10000000149011612,0
178,"Poor Geppetto ran after him but was unable to catch him, for Pinocchio ran in leaps and bounds, his two wooden feet, as they beat on the stones of the street, making as much noise as twenty peasants in wooden shoes.",-0.10000000149011612,0
179,Catch him.,-0.10000000149011612,0
180,Catch him.,-0.10000000149011612,0
181,Geppetto kept shouting.,-0.4000000059604645,0
182,"But the people in the street, seeing a wooden Marionette running like the wind, stood still to stare and to laugh until they cried.",0.0,1
183,"At last, by sheer luck, a Carabineer* happened along, who, hearing all that noise, thought that it might be a runaway colt, and stood bravely in the middle of the street, with legs wide apart, firmly resolved to stop it and prevent any trouble.",0.20000000298023224,2
184,"* A military policeman Pinocchio saw the Carabineer from afar and tried his best to escape between the legs of the big fellow, but without success.",-0.4000000059604645,0
185,The Carabineer grabbed him by the nose (it was an extremely long one and seemed made on purpose for that very thing) and returned him to Mastro Geppetto.,-0.4000000059604645,0
186,The little old man wanted to pull Pinocchio’s ears.,0.0,1
187,"Think how he felt when, upon searching for them, he discovered that he had forgotten to make them.",-0.30000001192092896,0
188,All he could do was to seize Pinocchio by the back of the neck and take him home.,-0.8999999761581421,0
189,"As he was doing so, he shook him two or three times and said to him angrily: We’re going home now.",-0.8000000119209291,0
190,"When we get home, then we’ll settle this matter.",-0.10000000149011612,0
191,"Pinocchio, on hearing this, threw himself on the ground and refused to take another step.",-0.8000000119209291,0
192,One person after another gathered around the two.,-0.20000000298023224,0
193,"Some said one thing, some another.",-0.30000001192092896,0
194,"Poor Marionette, called out a man.",-0.10000000149011612,0
195,I am not surprised he doesn’t want to go home.,-0.5,0
196,"Geppetto, no doubt, will beat him unmercifully, he is so mean and cruel.",-0.8999999761581421,0
197,"Geppetto looks like a good man, added another, but with boys he’s a real tyrant.",0.5,2
198,If we leave that poor Marionette in his hands he may tear him to pieces.,-0.8000000119209291,0
199,"They said so much that, finally, the Carabineer ended matters by setting Pinocchio at liberty and dragging Geppetto to prison.",-0.5,0
200,"The poor old fellow did not know how to defend himself, but wept and wailed like a child and said between his sobs: Ungrateful boy.",-0.5,0
201,To think I tried so hard to make you a well-behaved Marionette.,-0.4000000059604645,0
202,"I deserve it, however.",-0.10000000149011612,0
203,I should have given the matter more thought.,-0.6000000238418579,0
204,"What happened after this is an almost unbelievable story, but you may read it, dear children, in the chapters that follow.",-0.4000000059604645,0
205,"CHAPTER 4 The story of Pinocchio and the Talking Cricket, in which one sees that bad children do not like to be corrected by those who know more than they do.",-0.6000000238418579,0
206,Very little time did it take to get poor old Geppetto to prison.,-0.5,0
207,"In the meantime that rascal, Pinocchio, free now from the clutches of the Carabineer, was running wildly across fields and meadows, taking one short cut after another toward home.",0.0,1
208,"In his wild flight, he leaped over brambles and bushes, and across brooks and ponds, as if he were a goat or a hare chased by hounds.",-0.30000001192092896,0
209,"On reaching home, he found the house door half open.",0.0,1
210,"He slipped into the room, locked the door, and threw himself on the floor, happy at his escape.",0.30000001192092896,2
211,"But his happiness lasted only a short time, for just then he heard someone saying: Cri-cri-cri.",-0.5,0
212,Who is calling me.,-0.10000000149011612,0
213,"asked Pinocchio, greatly frightened.",-0.6000000238418579,0
214,I am.,0.0,1
215,Pinocchio turned and saw a large cricket crawling slowly up the wall.,-0.4000000059604645,0
216,"Tell me, Cricket, who are you.",-0.10000000149011612,0
217,I am the Talking Cricket and I have been living in this room for more than one hundred years.,0.10000000149011612,1
218,"Today, however, this room is mine, said the Marionette, and if you wish to do me a favor, get out now, and don’t turn around even once.",0.10000000149011612,1
219,"I refuse to leave this spot, answered the Cricket, until I have told you a great truth.",0.6000000238418579,2
220,"Tell it, then, and hurry.",0.0,1
221,Woe to boys who refuse to obey their parents and run away from home.,-0.8000000119209291,0
222,"They will never be happy in this world, and when they are older they will be very sorry for it.",-0.8000000119209291,0
223,"Sing on, Cricket mine, as you please.",0.0,1
224,"What I know is, that tomorrow, at dawn, I leave this place forever.",-0.6000000238418579,0
225,If I stay here the same thing will happen to me which happens to all other boys and girls.,0.0,1
226,"They are sent to school, and whether they want to or not, they must study.",-0.20000000298023224,0
227,"As for me, let me tell you, I hate to study.",-0.8000000119209291,0
228,"It’s much more fun, I think, to chase after butterflies, climb trees, and steal birds’ nests.",0.8000000119209291,2
229,Poor little silly.,-0.8000000119209291,0
230,"Don’t you know that if you go on like that, you will grow into a perfect donkey and that you’ll be the laughingstock of everyone.",0.699999988079071,2
231,"Keep still, you ugly Cricket.",-0.8999999761581421,0
232,cried Pinocchio.,-0.30000001192092896,0
233,"But the Cricket, who was a wise old philosopher, instead of being offended at Pinocchio’s impudence, continued in the same tone: If you do not like going to school, why don’t you at least learn a trade, so that you can earn an honest living.",-0.6000000238418579,0
234,Shall I tell you something.,-0.20000000298023224,0
235,"asked Pinocchio, who was beginning to lose patience.",-0.20000000298023224,0
236,"Of all the trades in the world, there is only one that really suits me.",0.8999999761581421,2
237,And what can that be.,0.0,1
238,"That of eating, drinking, sleeping, playing, and wandering around from morning till night.",0.6000000238418579,2
239,"Let me tell you, for your own good, Pinocchio, said the Talking Cricket in his calm voice, that those who follow that trade always end up in the hospital or in prison.",-0.4000000059604645,0
240,"Careful, ugly Cricket.",-0.699999988079071,0
241,"If you make me angry, you’ll be sorry.",-0.8000000119209291,0
242,"Poor Pinocchio, I am sorry for you.",-0.30000001192092896,0
243,Why.,-0.5,0
244,"Because you are a Marionette and, what is much worse, you have a wooden head.",-0.8000000119209291,0
245,"At these last words, Pinocchio jumped up in a fury, took a hammer from the bench, and threw it with all his strength at the Talking Cricket.",0.30000001192092896,2
246,Perhaps he did not think he would strike it.,-0.5,0
247,"But, sad to relate, my dear children, he did hit the Cricket, straight on its head.",-0.8000000119209291,0
248,"With a last weak cri-cri-cri the poor Cricket fell from the wall, dead.",-0.699999988079071,0
249,"CHAPTER 5 Pinocchio is hungry and looks for an egg to cook himself an omelet; but, to his surprise, the omelet flies out of the window.",-0.5,0
250,"If the Cricket’s death scared Pinocchio at all, it was only for a very few moments.",-0.30000001192092896,0
251,"For, as night came on, a queer, empty feeling at the pit of his stomach reminded the Marionette that he had eaten nothing as yet.",-0.699999988079071,0
252,"A boy’s appetite grows very fast, and in a few moments the queer, empty feeling had become hunger, and the hunger grew bigger and bigger, until soon he was as ravenous as a bear.",0.10000000149011612,1
253,"Poor Pinocchio ran to the fireplace where the pot was boiling and stretched out his hand to take the cover off, but to his amazement the pot was only painted.",0.20000000298023224,2
254,Think how he felt.,0.0,1
255,His long nose became at least two inches longer.,-0.10000000149011612,0
256,"He ran about the room, dug in all the boxes and drawers, and even looked under the bed in search of a piece of bread, hard though it might be, or a cookie, or perhaps a bit of fish.",-0.30000001192092896,0
257,A bone left by a dog would have tasted good to him.,0.20000000298023224,2
258,But he found nothing.,-0.8000000119209291,0
259,And meanwhile his hunger grew and grew.,0.0,1
260,"The only relief poor Pinocchio had was to yawn; and he certainly did yawn, such a big yawn that his mouth stretched out to the tips of his ears.",-0.30000001192092896,0
261,Soon he became dizzy and faint.,-0.8000000119209291,0
262,He wept and wailed to himself: The Talking Cricket was right.,0.0,1
263,It was wrong of me to disobey Father and to run away from home.,-0.8000000119209291,0
264,"If he were here now, I wouldn’t be so hungry.",-0.4000000059604645,0
265,"Oh, how horrible it is to be hungry.",-0.699999988079071,0
266,"Suddenly, he saw, among the sweepings in a corner, something round and white that looked very much like a hen’s egg.",-0.20000000298023224,0
267,In a jiffy he pounced upon it.,0.0,1
268,It was an egg.,-0.4000000059604645,0
269,The Marionette’s joy knew no bounds.,0.8000000119209291,2
270,"It is impossible to describe it, you must picture it to yourself.",-0.30000001192092896,0
271,"Certain that he was dreaming, he turned the egg over and over in his hands, fondled it, kissed it, and talked to it: And now, how shall I cook you.",-0.20000000298023224,0
272,Shall I make an omelet.,0.4000000059604645,2
273,"No, it is better to fry you in a pan.",-0.699999988079071,0
274,Or shall I drink you.,0.0,1
275,"No, the best way is to fry you in the pan.",-0.5,0
276,You will taste better.,0.6000000238418579,2
277,No sooner said than done.,-0.10000000149011612,0
278,He placed a little pan over a foot warmer full of hot coals.,0.10000000149011612,1
279,"In the pan, instead of oil or butter, he poured a little water.",-0.4000000059604645,0
280,As soon as the water started to boil—tac!—he broke the eggshell.,-0.4000000059604645,0
281,"But in place of the white and the yolk of the egg, a little yellow Chick, fluffy and gay and smiling, escaped from it.",0.10000000149011612,1
282,"Bowing politely to Pinocchio, he said to him: Many, many thanks, indeed, Mr.",0.8000000119209291,2
283,"Pinocchio, for having saved me the trouble of breaking my shell.",0.8999999761581421,2
284,Good-by and good luck to you and remember me to the family.,0.8999999761581421,2
285,"With these words he spread out his wings and, darting to the open window, he flew away into space till he was out of sight.",0.4000000059604645,2
286,"The poor Marionette stood as if turned to stone, with wide eyes, open mouth, and the empty halves of the egg-shell in his hands.",-0.699999988079071,0
287,"When he came to himself, he began to cry and shriek at the top of his lungs, stamping his feet on the ground and wailing all the while: The Talking Cricket was right.",-0.6000000238418579,0
288,"If I had not run away from home and if Father were here now, I should not be dying of hunger.",-0.20000000298023224,0
289,"Oh, how horrible it is to be hungry.",-0.699999988079071,0
290,"And as his stomach kept grumbling more than ever and he had nothing to quiet it with, he thought of going out for a walk to the near-by village, in the hope of finding some charitable person who might give him a bit of bread.",-0.6000000238418579,0
291,"CHAPTER 6 Pinocchio falls asleep with his feet on a foot warmer, and awakens the next day with his feet all burned off.",-0.10000000149011612,0
292,"Pinocchio hated the dark street, but he was so hungry that, in spite of it, he ran out of the house.",-0.20000000298023224,0
293,The night was pitch black.,-0.10000000149011612,0
294,"It thundered, and bright flashes of lightning now and again shot across the sky, turning it into a sea of fire.",0.30000001192092896,2
295,"An angry wind blew cold and raised dense clouds of dust, while the trees shook and moaned in a weird way.",-0.699999988079071,0
296,"Pinocchio was greatly afraid of thunder and lightning, but the hunger he felt was far greater than his fear.",0.8000000119209291,2
297,"In a dozen leaps and bounds, he came to the village, tired out, puffing like a whale, and with tongue hanging.",0.20000000298023224,2
298,The whole village was dark and deserted.,-0.8000000119209291,0
299,"The stores were closed, the doors, the windows.",-0.8000000119209291,0
300,"In the streets, not even a dog could be seen.",-0.6000000238418579,0
301,It seemed the Village of the Dead.,-0.10000000149011612,0
302,"Pinocchio, in desperation, ran up to a doorway, threw himself upon the bell, and pulled it wildly, saying to himself: Someone will surely answer that.",-0.699999988079071,0
303,He was right.,0.4000000059604645,2
304,An old man in a nightcap opened the window and looked out.,-0.4000000059604645,0
305,He called down angrily: What do you want at this hour of night.,-0.5,0
306,Will you be good enough to give me a bit of bread.,0.10000000149011612,1
307,I am hungry.,-0.20000000298023224,0
308,"Wait a minute and I’ll come right back, answered the old fellow, thinking he had to deal with one of those boys who love to roam around at night ringing people’s bells while they are peacefully asleep.",0.0,1
309,"After a minute or two, the same voice cried: Get under the window and hold out your hat.",-0.4000000059604645,0
310,"Pinocchio had no hat, but he managed to get under the window just in time to feel a shower of ice-cold water pour down on his poor wooden head, his shoulders, and over his whole body.",0.6000000238418579,2
311,"He returned home as wet as a rag, and tired out from weariness and hunger.",-0.5,0
312,"As he no longer had any strength left with which to stand, he sat down on a little stool and put his two feet on the stove to dry them.",-0.10000000149011612,0
313,"There he fell asleep, and while he slept, his wooden feet began to burn.",-0.699999988079071,0
314,"Slowly, very slowly, they blackened and turned to ashes.",-0.699999988079071,0
315,Pinocchio snored away happily as if his feet were not his own.,0.0,1
316,At dawn he opened his eyes just as a loud knocking sounded at the door.,-0.699999988079071,0
317,Who is it.,-0.10000000149011612,0
318,"he called, yawning and rubbing his eyes.",-0.8999999761581421,0
319,"It is I, answered a voice.",0.0,1
320,It was the voice of Geppetto.,-0.10000000149011612,0
321,"CHAPTER 7 Geppetto returns home and gives his own breakfast to the Marionette The poor Marionette, who was still half asleep, had not yet found out that his two feet were burned and gone.",-0.6000000238418579,0
322,"As soon as he heard his Father’s voice, he jumped up from his seat to open the door, but, as he did so, he staggered and fell headlong to the floor.",-0.20000000298023224,0
323,"In falling, he made as much noise as a sack of wood falling from the fifth story of a house.",-0.5,0
324,Open the door for me.,0.5,2
325,Geppetto shouted from the street.,-0.10000000149011612,0
326,"Father, dear Father, I can’t, answered the Marionette in despair, crying and rolling on the floor.",-0.699999988079071,0
327,Why can’t you.,-0.5,0
328,Because someone has eaten my feet.,-0.6000000238418579,0
329,And who has eaten them.,-0.20000000298023224,0
330,"The cat, answered Pinocchio, seeing that little animal busily playing with some shavings in the corner of the room.",0.10000000149011612,1
331,Open.,0.20000000298023224,2
332,"I say, repeated Geppetto, or I’ll give you a sound whipping when I get in.",-0.4000000059604645,0
333,"Father, believe me, I can’t stand up.",-0.699999988079071,0
334,"Oh, dear.",0.0,1
335,"Oh, dear.",0.0,1
336,I shall have to walk on my knees all my life.,-0.20000000298023224,0
337,"Geppetto, thinking that all these tears and cries were only other pranks of the Marionette, climbed up the side of the house and went in through the window.",-0.20000000298023224,0
338,"At first he was very angry, but on seeing Pinocchio stretched out on the floor and really without feet, he felt very sad and sorrowful.",-0.4000000059604645,0
339,"Picking him up from the floor, he fondled and caressed him, talking to him while the tears ran down his cheeks: My little Pinocchio, my dear little Pinocchio.",-0.10000000149011612,0
340,How did you burn your feet.,-0.699999988079071,0
341,"I don’t know, Father, but believe me, the night has been a terrible one and I shall remember it as long as I live.",-0.6000000238418579,0
342,The thunder was so noisy and the lightning so bright—and I was hungry.,-0.20000000298023224,0
343,"And then the Talking Cricket said to me, ‘You deserve it; you were bad;’ and I said to him, ‘Careful, Cricket;’ and he said to me, ‘You are a Marionette and you have a wooden head;’ and I threw the hammer at him and killed him.",-0.699999988079071,0
344,"It was his own fault, for I didn’t want to kill him.",-0.8999999761581421,0
345,"And I put the pan on the coals, but the Chick flew away and said, ‘I’ll see you again.",0.0,1
346,Remember me to the family.’,0.30000001192092896,2
347,"And my hunger grew, and I went out, and the old man with a nightcap looked out of the window and threw water on me, and I came home and put my feet on the stove to dry them because I was still hungry, and I fell asleep and now my feet are gone but my hunger isn’t.",-0.4000000059604645,0
348,Oh!—Oh!— Oh.,0.4000000059604645,2
349,And poor Pinocchio began to scream and cry so loudly that he could be heard for miles around.,-0.8000000119209291,0
350,"Geppetto, who had understood nothing of all that jumbled talk, except that the Marionette was hungry, felt sorry for him, and pulling three pears out of his pocket, offered them to him, saying: These three pears were for my breakfast, but I give them to you gladly.",0.0,1
351,Eat them and stop weeping.,0.0,1
