,sentence,score,label
10,Barrao!',0.4000000059604645,2
11,"259 A Camel had blundered into my Tent 267 'Anybody can be forgiven for being scared in the Night,' said the Troop-horse 275 'The Man was lying on the Ground, and I stretched myself not to tread on him, and he slashed up at me' 279 Then I heard an old, grizzled, long-haired Central Asian Chief asking Questions of a native Officer 297THE JUNGLE BOOK Now Rann, the Kite, brings home the night That Mang, the Bat, sets free— The herds are shut in byre and hut, For loosed till dawn are we.",-0.30000001192092896,0
12,"This is the hour of pride and power, Talon and tush and claw.",0.5,2
13,"Oh, hear the call!—Good hunting all That keep the Jungle Law.",0.8000000119209291,2
14,"Night-Song in the Jungle.MOWGLI'S BROTHERS IT was seven o'clock of a very warm evening in the Seeonee hills when Father Wolf woke up from his day's rest, scratched himself, yawned, and spread out his paws one after the other to get rid of the sleepy feeling in the tips.",0.0,1
15,"Mother Wolf lay with her big gray nose dropped across her four tumbling, squealing cubs, and the moon shone into the mouth of the cave where they all lived.",-0.20000000298023224,0
16,Augrh.,0.20000000298023224,2
17,"said Father Wolf, it is time to hunt again; and he was going to spring downhill when a little shadow with a bushy tail crossed the threshold and whined: Good luck go with you, O Chief of the Wolves; and good luck and strong white teeth go with the noble children, that they may never forget the hungry in this world.",-0.4000000059604645,0
18,"'GOOD LUCK GO WITH YOU, O CHIEF OF THE WOLVES.'",0.699999988079071,2
19,"'GOOD LUCK GO WITH YOU, O CHIEF OF THE WOLVES.'",0.699999988079071,2
20,"It was the jackal—Tabaqui, the Dish-licker—and the wolves of India despise Tabaqui because he runs about making mischief, and telling tales, and eating rags and pieces of leather from the village rubbish-heaps.",-0.8000000119209291,0
21,"They are afraid of him too, because Tabaqui, more than any one else in the jungle, is apt to go mad, and then he forgets that he was ever afraid of any one, and runs through the forest biting everything in his way.",-0.699999988079071,0
22,"Even the tiger hides when little Tabaqui goes mad, for madness is the most disgraceful thing that can overtake a wild creature.",-0.8000000119209291,0
23,"We call it hydrophobia, but they call it dewanee—the madness—and run.",-0.30000001192092896,0
24,"Enter, then, and look, said Father Wolf, stiffly; but there is no food here.",-0.5,0
25,"For a wolf, no, said Tabaqui; but for so mean a person as myself a dry bone is a good feast.",0.30000001192092896,2
26,"Who are we, the Gidur-log [the Jackal People], to pick and choose.",0.0,1
27,"He scuttled to the back of the cave, where he found the bone of a buck with some meat on it, and sat cracking the end merrily.",0.0,1
28,"All thanks for this good meal, he said, licking his lips.",0.8999999761581421,2
29,How beautiful are the noble children.,0.8999999761581421,2
30,How large are their eyes.,-0.10000000149011612,0
31,And so young too.,-0.30000001192092896,0
32,"Indeed, indeed, I might have remembered that the children of kings are men from thebeginning.",-0.30000001192092896,0
33,"Now, Tabaqui knew as well as any one else that there is nothing so unlucky as to compliment children to their faces; and it pleased him to see Mother and Father Wolf look uncomfortable.",0.20000000298023224,2
34,"Tabaqui sat still, rejoicing in the mischief that he had made, and then he said spitefully: Shere Khan, the Big One, has shifted his hunting-grounds.",0.0,1
35,"He will hunt among these hills during the next moon, so he has told me.",0.30000001192092896,2
36,"Shere Khan was the tiger who lived near the Waingunga River, twenty miles away.",0.0,1
37,He has no right.,-0.8000000119209291,0
38,Father Wolf began angrily.,-0.699999988079071,0
39,By the Law of the Jungle he has no right to change his quarters without fair warning.,-0.8000000119209291,0
40,"He will frighten every head of game within ten miles; and I—I have to kill for two, these days.",-0.5,0
41,"His mother did not call him Lungri [the Lame One] for nothing, said Mother Wolf, quietly.",-0.6000000238418579,0
42,He has been lame in one foot from his birth.,0.0,1
43,That is why he has only killed cattle.,-0.5,0
44,"Now the villagers of the Waingunga are angry with him, and he has come here to make our villagers angry.",-0.8000000119209291,0
45,"They will scour the jungle for him when he is far away, and we and our children must run when the grass is set alight.",0.30000001192092896,2
46,"Indeed, we are very grateful to Shere Khan.",0.8999999761581421,2
47,Shall I tell him of your gratitude.,0.8000000119209291,2
48,said Tabaqui.,-0.10000000149011612,0
49,Out.,-0.4000000059604645,0
50,snapped Father Wolf.,-0.5,0
51,"Out, and hunt with thy master.",0.20000000298023224,2
52,Thou hast done harm enough for one night.,-0.8000000119209291,0
53,"I go, said Tabaqui, quietly.",0.0,1
54,Ye can hear Shere Khan below in the thickets.,-0.10000000149011612,0
55,I might have saved myself the message.,-0.30000001192092896,0
56,"Father Wolf listened, and in the dark valley that ran down to a little river, he heard the dry, angry, snarly, singsong whine of a tiger who has caught nothing and does not care if all the jungle knows it.",-0.4000000059604645,0
57,The fool.,-0.8999999761581421,0
58,said Father Wolf.,-0.10000000149011612,0
59,To begin a night's work with that noise.,-0.20000000298023224,0
60,Doeshe think that our buck are like his fat Waingunga bullocks.,-0.8000000119209291,0
61,H'sh.,0.20000000298023224,2
62,"It is neither bullock nor buck that he hunts to-night, said Mother Wolf; it is Man.",-0.10000000149011612,0
63,The whine had changed to a sort of humming purr that seemed to roll from every quarter of the compass.,-0.30000001192092896,0
64,"It was the noise that bewilders wood cutters, and gipsies sleeping in the open, and makes them run sometimes into the very mouth of the tiger.",-0.4000000059604645,0
65,Man.,0.20000000298023224,2
66,"said Father Wolf, showing all his white teeth.",-0.10000000149011612,0
67,Faugh.,0.20000000298023224,2
68,Are there not enough beetles and frogs in the tanks that he must eat Man—and on our ground too.,-0.4000000059604645,0
69,"The Law of the Jungle, which never orders anything without a reason, forbids every beast to eat Man except when he is killing to show his children how to kill, and then he must hunt outside the hunting-grounds of his pack or tribe.",-0.8000000119209291,0
70,"The real reason for this is that man-killing means, sooner or later, the arrival of white men on elephants, with guns, and hundreds of brown men with gongs and rockets and torches.",-0.20000000298023224,0
71,Then everybody in the jungle suffers.,-0.8000000119209291,0
72,"The reason the beasts give among themselves is that Man is the weakest and most defenseless of all living things, and it is unsportsmanlike to touch him.",-0.699999988079071,0
73,"They say too—and it is true—that man eaters become mangy, and lose their teeth.",-0.6000000238418579,0
74,"The purr grew louder, and ended in the full-throated Aaarh.",0.0,1
75,of the tiger's charge.,-0.10000000149011612,0
76,Then there was a howl—an untigerish howl—from Shere Khan.,0.0,1
77,"He has missed, said Mother Wolf.",-0.30000001192092896,0
78,What is it.,-0.20000000298023224,0
79,"Father Wolf ran out a few paces and heard Shere Khan muttering and mumbling savagely, as he tumbled about in the scrub.",-0.10000000149011612,0
80,"The fool has had no more sense than to jump at a wood-cutters' camp-fire, so he has burned his feet, said Father Wolf, with a grunt.",-0.8000000119209291,0
81,Tabaqui is with him.,0.0,1
82,"Something is coming uphill, said Mother Wolf, twitching one ear.",0.0,1
83,Get ready.,-0.10000000149011612,0
84,"The bushes rustled a little in the thicket, and Father Wolf dropped with his haunches under him, ready for his leap.",0.4000000059604645,2
85,"Then, if you had been watching, youwould have seen the most wonderful thing in the world—the wolf checked in mid-spring.",0.4000000059604645,2
86,"He made his bound before he saw what it was he was jumping at, and then he tried to stop himself.",-0.6000000238418579,0
87,"The result was that he shot up straight into the air for four or five feet, landing almost where he left ground.",-0.30000001192092896,0
88,Man.,0.20000000298023224,2
89,he snapped.,-0.699999988079071,0
90,A man's cub.,0.20000000298023224,2
91,Look.,0.20000000298023224,2
92,"Directly in front of him, holding on by a low branch, stood a naked brown baby who could just walk—as soft and as dimpled a little thing as ever came to a wolf's cave at night.",-0.5,0
93,He looked up into Father Wolf's face and laughed.,0.4000000059604645,2
94,Is that a man's cub.,0.0,1
95,said Mother Wolf.,-0.10000000149011612,0
96,I have never seen one.,0.0,1
97,Bring it here.,0.6000000238418579,2
98,"A wolf accustomed to moving his own cubs can, if necessary, mouth an egg without breaking it, and though Father Wolf's jaws closed right on the child's back not a tooth even scratched the skin, as he laid it down among the cubs.",0.30000001192092896,2
99,How little.,-0.4000000059604645,0
100,"How naked, and—how bold.",0.30000001192092896,2
101,"said Mother Wolf, softly.",0.20000000298023224,2
102,The baby was pushing his way between the cubs to get close to the warm hide.,-0.10000000149011612,0
103,Ahai.,0.20000000298023224,2
104,He is taking his meal with the others.,-0.30000001192092896,0
105,And so this is a man's cub.,-0.20000000298023224,0
106,"Now, was there ever a wolf that could boast of a man's cub among her children.",-0.20000000298023224,0
107,"I have heard now and again of such a thing, but never in our pack or in my time, said Father Wolf.",-0.6000000238418579,0
108,"He is altogether without hair, and I could kill him with a touch of my foot.",0.10000000149011612,1
109,"But see, he looks up and is not afraid.",0.30000001192092896,2
110,"The moonlight was blocked out of the mouth of the cave, for Shere Khan's great square head and shoulders were thrust into the entrance.",0.10000000149011612,1
111,"Tabaqui, behind him, was squeaking: My Lord, my Lord, it went in here.",-0.4000000059604645,0
112,"Shere Khan does us great honor, said Father Wolf, but his eyes were very angry.",-0.8000000119209291,0
113,What does Shere Khan need.,0.0,1
114,My quarry.,0.0,1
115,"A man's cub went this way, said Shere Khan.",-0.10000000149011612,0
116,Its parents have run off.,-0.8000000119209291,0
117,Give it to me.,0.0,1
118,"Shere Khan had jumped at a wood-cutter's camp-fire, as Father Wolf had said, and was furious from the pain of his burned feet.",-0.30000001192092896,0
119,But Father Wolf knew thatthe mouth of the cave was too narrow for a tiger to come in by.,-0.4000000059604645,0
120,"Even where he was, Shere Khan's shoulders and fore paws were cramped for want of room, as a man's would be if he tried to fight in a barrel.",-0.6000000238418579,0
121,"The Wolves are a free people, said Father Wolf.",0.0,1
122,"They take orders from the Head of the Pack, and not from any striped cattle-killer.",0.0,1
123,The man's cub is ours— to kill if we choose.,-0.10000000149011612,0
124,Ye choose and ye do not choose.,-0.699999988079071,0
125,What talk is this of choosing.,-0.30000001192092896,0
126,"By the Bull that I killed, am I to stand nosing into your dog's den for my fair dues.",-0.20000000298023224,0
127,"It is I, Shere Khan, who speak.",-0.10000000149011612,0
128,The tiger's roar filled the cave with thunder.,0.0,1
129,"Mother Wolf shook herself clear of the cubs and sprang forward, her eyes, like two green moons in the darkness, facing the blazing eyes of Shere Khan.",0.0,1
130,THE TIGER'S ROAR FILLED THE CAVE WITH THUNDER.,-0.20000000298023224,0
131,THE TIGER'S ROAR FILLED THE CAVE WITH THUNDER.,-0.20000000298023224,0
132,"And it is I, Raksha [the Demon], who answer.",-0.10000000149011612,0
133,"The man's cub is mine, Lungri —mine to me.",0.5,2
134,He shall not be killed.,-0.5,0
135,"He shall live to run with the Pack and to hunt with the Pack; and in the end, look you, hunter of little naked cubs—frog eater—fish-killer, he shall hunt thee.",0.10000000149011612,1
136,"Now get hence, or by the Sambhur that I killed (I eat no starved cattle), back thou goest to thy mother, burned beast of the jungle, lamer than ever thou camest into the world.",-0.20000000298023224,0
137,Go.,0.5,2
138,Father Wolf looked on amazed.,0.8999999761581421,2
139,"He had almost forgotten the days when he won Mother Wolf in fair fight from five other wolves, when she ran in the Pack and was not called the Demon for compliment's sake.",-0.699999988079071,0
140,"Shere Khan might have faced Father Wolf, but he could not stand up against Mother Wolf, for he knew that where he was she had all the advantage of the ground, and would fight to the death.",-0.4000000059604645,0
141,"So he backed out of the cave-mouth growling, and when he was clear he shouted: Each dog barks in his own yard.",-0.30000001192092896,0
142,We will see what the Pack will say to this fostering of man-cubs.,0.0,1
143,"The cub is mine, and to my teeth he will come in the end, O bush-tailed thieves.",-0.6000000238418579,0
144,"Mother Wolf threw herself down panting among the cubs, and Father Wolfsaid to her gravely: Shere Khan speaks this much truth.",0.10000000149011612,1
145,The cub must be shown to the Pack.,-0.20000000298023224,0
146,"Wilt thou still keep him, Mother.",-0.10000000149011612,0
147,Keep him.,0.4000000059604645,2
148,she gasped.,-0.10000000149011612,0
149,"He came naked, by night, alone and very hungry; yet he was not afraid.",0.4000000059604645,2
150,"Look, he has pushed one of my babes to one side already.",-0.30000001192092896,0
151,"And that lame butcher would have killed him, and would have run off to the Waingunga while the villagers here hunted through all our lairs in revenge.",-0.8000000119209291,0
152,Keep him.,0.4000000059604645,2
153,Assuredly I will keep him.,-0.10000000149011612,0
154,"Lie still, little frog.",-0.30000001192092896,0
155,"O thou Mowgli,—for Mowgli, the Frog, I will call thee,—the time will come when thou wilt hunt Shere Khan as he has hunted thee.",0.0,1
156,But what will our Pack say.,0.0,1
157,said Father Wolf.,-0.10000000149011612,0
158,"The Law of the Jungle lays down very clearly that any wolf may, when he marries, withdraw from the Pack he belongs to; but as soon as his cubs are old enough to stand on their feet he must bring them to the Pack Council, which is generally held once a month at full moon, in order that the other wolves may identify them.",-0.5,0
159,"After that inspection the cubs are free to run where they please, and until they have killed their first buck no excuse is accepted if a grown wolf of the Pack kills one of them.",-0.6000000238418579,0
160,The punishment is death where the murderer can be found; and if you think for a minute you will see that this must be so.,-0.6000000238418579,0
161,"Father Wolf waited till his cubs could run a little, and then on the night of the Pack Meeting took them and Mowgli and Mother Wolf to the Council Rock—a hilltop covered with stones and boulders where a hundred wolves could hide.",0.30000001192092896,2
162,"Akela, the great gray Lone Wolf, who led all the Pack by strength and cunning, lay out at full length on his rock, and below him sat forty or more wolves of every size and color, from badger-colored veterans who could handle a buck alone, to young black three-year-olds who thought they could.",0.6000000238418579,2
163,The Lone Wolf had led them for a year now.,0.0,1
164,"He had fallen twice into a wolf-trap in his youth, and once he had been beaten and left for dead; so he knew the manners and customs of men.",-0.6000000238418579,0
165,THE MEETING AT THE COUNCIL ROCK.,-0.10000000149011612,0
166,THE MEETING AT THE COUNCIL ROCK.There was very little talking at the Rock.,-0.5,0
167,"The cubs tumbled over one another in the center of the circle where their mothers and fathers sat, and now and again a senior wolf would go quietly up to a cub, look at him carefully, and return to his place on noiseless feet.",-0.10000000149011612,0
168,"Sometimes a mother would push her cub far out into the moonlight, to be sure that he had not been overlooked.",0.0,1
169,Akela from his rock would cry: Ye know the Law—ye know the Law.,0.0,1
170,"Look well, O Wolves.",0.8000000119209291,2
171,"And the anxious mothers would take up the call: Look—look well, O Wolves.",0.20000000298023224,2
172,"At last—and Mother Wolf's neck-bristles lifted as the time came—Father Wolf pushed Mowgli, the Frog, as they called him, into the center, where he sat laughing and playing with some pebbles that glistened in the moonlight.",0.20000000298023224,2
173,"Akela never raised his head from his paws, but went on with the monotonous cry, Look well.",0.10000000149011612,1
174,"A muffled roar came up from behind the rocks—the voice of Shere Khan crying, The cub is mine; give him to me.",0.0,1
175,What have the Free People to do with a man's cub.,0.0,1
176,Akela never even twitched his ears.,-0.6000000238418579,0
177,"All he said was, Look well, O Wolves.",0.10000000149011612,1
178,What have the Free People to do with the orders of any save the Free People.,-0.30000001192092896,0
179,Look well.,0.8999999761581421,2
180,"There was a chorus of deep growls, and a young wolf in his fourth year flung back Shere Khan's question to Akela: What have the Free People to do with a man's cub.",-0.20000000298023224,0
181,"Now the Law of the Jungle lays down that if there is any dispute as to the right of a cub to be accepted by the Pack, he must be spoken for by at least two members of the Pack who are not his father and mother.",-0.5,0
182,Who speaks for this cub.,-0.20000000298023224,0
183,said Akela.,-0.10000000149011612,0
184,"Among the Free People, who speaks.",0.0,1
185,"There was no answer, and Mother Wolf got ready for what she knew would be her last fight, if things came to fighting.",0.20000000298023224,2
186,"Then the only other creature who is allowed at the Pack Council—Baloo, the sleepy brown bear who teaches the wolf cubs the Law of the Jungle; old Baloo, who can come and go where he pleases because he eats only nuts and roots and honey—rose up on his hind quarters and grunted.",0.0,1
187,The man's cub—the man's cub.,0.4000000059604645,2
188,he said.,-0.10000000149011612,0
189,I speak for the man's cub.,0.0,1
190,There isno harm in a man's cub.,-0.6000000238418579,0
191,"I have no gift of words, but I speak the truth.",0.30000001192092896,2
192,"Let him run with the Pack, and be entered with the others.",-0.10000000149011612,0
193,I myself will teach him.,0.10000000149011612,1
194,"We need yet another, said Akela.",0.0,1
195,"Baloo has spoken, and he is our teacher for the young cubs.",0.699999988079071,2
196,Who speaks besides Baloo.,-0.20000000298023224,0
197,A black shadow dropped down into the circle.,-0.30000001192092896,0
198,"It was Bagheera, the Black Panther, inky black all over, but with the panther markings showing up in certain lights like the pattern of watered silk.",0.0,1
199,"Everybody knew Bagheera, and nobody cared to cross his path; for he was as cunning as Tabaqui, as bold as the wild buffalo, and as reckless as the wounded elephant.",-0.8000000119209291,0
200,"But he had a voice as soft as wild honey dripping from a tree, and a skin softer than down.",0.699999988079071,2
201,"O Akela, and ye, the Free People, he purred, I have no right in your assembly; but the Law of the Jungle says that if there is a doubt which is not a killing matter in regard to a new cub, the life of that cub may be bought at a price.",-0.10000000149011612,0
202,And the Law does not say who may or may not pay that price.,-0.699999988079071,0
203,Am I right.,-0.20000000298023224,0
204,Good.,0.8000000119209291,2
205,good.,0.8000000119209291,2
206,"said the young wolves, who are always hungry.",-0.10000000149011612,0
207,Listen to Bagheera.,0.0,1
208,The cub can be bought for a price.,0.10000000149011612,1
209,It is the Law.,0.0,1
210,"Knowing that I have no right to speak here, I ask your leave.",-0.699999988079071,0
211,"Speak then, cried twenty voices.",-0.30000001192092896,0
212,To kill a naked cub is shame.,-0.8000000119209291,0
213,"Besides, he may make better sport for you when he is grown.",0.0,1
214,Baloo has spoken in his behalf.,0.20000000298023224,2
215,"Now to Baloo's word I will add one bull, and a fat one, newly killed, not half a mile from here, if ye will accept the man's cub according to the Law.",-0.699999988079071,0
216,Is it difficult.,-0.6000000238418579,0
217,"There was a clamor of scores of voices, saying: What matter.",-0.10000000149011612,0
218,He will die in the winter rains.,-0.699999988079071,0
219,He will scorch in the sun.,-0.10000000149011612,0
220,What harm can a naked frog do us.,-0.8000000119209291,0
221,Let him run with the Pack.,0.0,1
222,"Where is the bull, Bagheera.",-0.699999988079071,0
223,Let him be accepted.,-0.10000000149011612,0
224,"And then came Akela's deep bay, crying: Look well—look well, O Wolves.",0.20000000298023224,2
225,"Mowgli was still playing with the pebbles, and he did not notice when the wolves came and looked at him one by one.",-0.30000001192092896,0
226,"At last they all went down the hill for the dead bull, and only Akela, Bagheera, Baloo, and Mowgli's own wolveswere left.",-0.10000000149011612,0
227,"Shere Khan roared still in the night, for he was very angry that Mowgli had not been handed over to him.",-0.8999999761581421,0
228,"Ay, roar well, said Bagheera, under his whiskers; for the time comes when this naked thing will make thee roar to another tune, or I know nothing of Man.",-0.20000000298023224,0
229,"It was well done, said Akela.",0.5,2
230,Men and their cubs are very wise.,0.5,2
231,He may be a help in time.,0.20000000298023224,2
232,"Truly, a help in time of need; for none can hope to lead the Pack forever, said Bagheera.",0.699999988079071,2
233,Akela said nothing.,-0.699999988079071,0
234,"He was thinking of the time that comes to every leader of every pack when his strength goes from him and he gets feebler and feebler, till at last he is killed by the wolves and a new leader comes up—to be killed in his turn.",-0.20000000298023224,0
235,"Take him away, he said to Father Wolf, and train him as befits one of the Free People.",-0.4000000059604645,0
236,And that is how Mowgli was entered into the Seeonee wolf-pack for the price of a bull and on Baloo's good word.,-0.4000000059604645,0
237,"Now you must be content to skip ten or eleven whole years, and only guess at all the wonderful life that Mowgli led among the wolves, because if it were written out it would fill ever so many books.",0.0,1
238,"He grew up with the cubs, though they of course were grown wolves almost before he was a child, and Father Wolf taught him his business, and the meaning of things in the jungle, till every rustle in the grass, every breath of the warm night air, every note of the owls above his head, every scratch of a bat's claws as it roosted for a while in a tree, and every splash of every little fish jumping in a pool, meant just as much to him as the work of his office means to a business man.",0.4000000059604645,2
239,"When he was not learning he sat out in the sun and slept, and ate, and went to sleep again; when he felt dirty or hot he swam in the forest pools; and when he wanted honey (Baloo told him that honey and nuts were just as pleasant to eat as raw meat) he climbed up for it, and that Bagheera showed him how to do.",0.699999988079071,2
240,"Bagheera would lie out on a branch and call, Come along, Little Brother, and at first Mowgli would cling like the sloth, but afterward he would flinghimself through the branches almost as boldly as the gray ape.",-0.20000000298023224,0
241,"He took his place at the Council Rock, too, when the Pack met, and there he discovered that if he stared hard at any wolf, the wolf would be forced to drop his eyes, and so he used to stare for fun.",0.0,1
242,"BAGHEERA WOULD LIE OUT ON A BRANCH AND CALL, 'COME ALONG, LITTLE BROTHER.'",-0.8000000119209291,0
243,"BAGHEERA WOULD LIE OUT ON A BRANCH AND CALL, 'COME ALONG, LITTLE BROTHER.'",-0.8000000119209291,0
244,"At other times he would pick the long thorns out of the pads of his friends, for wolves suffer terribly from thorns and burs in their coats.",-0.5,0
245,"He would go down the hillside into the cultivated lands by night, and look very curiously at the villagers in their huts, but he had a mistrust of men because Bagheera showed him a square box with a drop-gate so cunningly hidden in the jungle that he nearly walked into it, and told him it was a trap.",-0.4000000059604645,0
246,"He loved better than anything else to go with Bagheera into the dark warm heart of the forest, to sleep all through the drowsy day, and at night see how Bagheera did his killing.",0.699999988079071,2
247,"Bagheera killed right and left as he felt hungry, and so did Mowgli—with one exception.",-0.30000001192092896,0
248,"As soon as he was old enough to understand things, Bagheera told him that he must never touch cattle because he had been bought into the Pack at the price of a bull's life.",-0.30000001192092896,0
249,"All the jungle is thine, said Bagheera, and thou canst kill everything that thou art strong enough to kill; but for the sake of the bull that bought thee thou must never kill or eat any cattle young or old.",-0.6000000238418579,0
250,That is the Law of the Jungle.,0.0,1
251,Mowgli obeyed faithfully.,0.20000000298023224,2
252,"And he grew and grew strong as a boy must grow who does not know that he is learning any lessons, and who has nothing in the world to think of except things to eat.",0.20000000298023224,2
253,"Mother Wolf told him once or twice that Shere Khan was not a creature to be trusted, and that some day he must kill Shere Khan; but though a young wolf would have remembered that advice every hour, Mowgli forgot it because he was only a boy—though he would have called himself a wolf if he had been able to speak in any human tongue.",-0.699999988079071,0
254,"Shere Khan was always crossing his path in the jungle, for as Akela grewolder and feebler the lame tiger had come to be great friends with the younger wolves of the Pack, who followed him for scraps, a thing Akela would never have allowed if he had dared to push his authority to the proper bounds.",-0.4000000059604645,0
255,Then Shere Khan would flatter them and wonder that such fine young hunters were content to be led by a dying wolf and a man's cub.,-0.30000001192092896,0
256,"They tell me, Shere Khan would say, that at Council ye dare not look him between the eyes; and the young wolves would growl and bristle.",-0.699999988079071,0
257,"Bagheera, who had eyes and ears everywhere, knew something of this, and once or twice he told Mowgli in so many words that Shere Khan would kill him some day; and Mowgli would laugh and answer: I have the Pack and I have thee; and Baloo, though he is so lazy, might strike a blow or two for my sake.",0.0,1
258,Why should I be afraid.,-0.6000000238418579,0
259,It was one very warm day that a new notion came to Bagheera—born of something that he had heard.,0.0,1
260,"Perhaps Ikki, the Porcupine, had told him; but he said to Mowgli when they were deep in the jungle, as the boy lay with his head on Bagheera's beautiful black skin: Little Brother, how often have I told thee that Shere Khan is thy enemy.",0.0,1
261,"As many times as there are nuts on that palm, said Mowgli, who, naturally, could not count.",-0.30000001192092896,0
262,What of it.,-0.20000000298023224,0
263,"I am sleepy, Bagheera, and Shere Khan is all long tail and loud talk, like Mao, the Peacock.",-0.30000001192092896,0
264,But this is no time for sleeping.,-0.5,0
265,"Baloo knows it, I know it, the Pack know it, and even the foolish, foolish deer know.",-0.8000000119209291,0
266,Tabaqui has told thee too.,-0.10000000149011612,0
267,Ho.,0.20000000298023224,2
268,ho.,0.0,1
269,said Mowgli.,-0.10000000149011612,0
270,"Tabaqui came to me not long ago with some rude talk that I was a naked man's cub, and not fit to dig pig-nuts; but I caught Tabaqui by the tail and swung him twice against a palm-tree to teach him better manners.",0.4000000059604645,2
271,"That was foolishness; for though Tabaqui is a mischief-maker, he would have told thee of something that concerned thee closely.",-0.4000000059604645,0
272,"Open those eyes, Little Brother.",-0.10000000149011612,0
273,"Shere Khan dares not kill thee in the jungle for fear of those that love thee; but remember, Akela is very old, and soon the day comes when he cannot kill his buck, and then he will be leader no more.",-0.30000001192092896,0
274,"Many of the wolves that looked thee over when thou wast brought to the Council first are old too, and the youngwolves believe, as Shere Khan has taught them, that a man-cub has no place with the Pack.",-0.5,0
275,In a little time thou wilt be a man.,0.10000000149011612,1
276,And what is a man that he should not run with his brothers.,-0.8000000119209291,0
277,said Mowgli.,-0.10000000149011612,0
278,I was born in the jungle; I have obeyed the Law of the Jungle; and there is no wolf of ours from whose paws I have not pulled a thorn.,-0.10000000149011612,0
279,Surely they are my brothers.,0.6000000238418579,2
280,Bagheera stretched himself at full length and half shut his eyes.,-0.5,0
281,"Little Brother, said he, feel under my jaw.",-0.30000001192092896,0
282,"Mowgli put up his strong brown hand, and just under Bagheera's silky chin, where the giant rolling muscles were all hid by the glossy hair, he came upon a little bald spot.",0.5,2
